Code ALF;Statut;Libellé ALF;Libellé Commercial;Texte Commercial;Famille;Type de produit;Conclusion;Univers;Marché;Code Mercure;Code ADV;Code VAD;Engagement;Jour de facturation;Tarif;Date de fin;Non affiché;Score CRM;CGV;Type de commande
IR136524;C;PCM : Smartphones Samsung S23 Ultra 5G;PCM : Smartphones Samsung S23 Ultra 5G;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR136525;C;PCM : Smartphones Samsung S23 Plus 5G;PCM : Smartphones Samsung S23 Plus 5G;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR136526;C;PCM : Smartphones Samsung S23 5G;PCM : Smartphones Samsung S23 5G;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR136635;A;Remise -8 eur/12 mois Orange Maison Protegée Maison;Remise -8 euros pendant 12 mois sur l'abonnement Orange Maison Protegée Pack Maison;Vous bénéficiez d'une remise de 8 euros par mois pendant 12 mois sur votre abonnement Orange Maison Protégée.\r\nRemise éligible sur l'offre principal.\r\n;Maison Protégée;Options;;Internet;R;;;;;0;-8,00 eur/mois pendant 12 mois;19/11/2025;0;;;Internet
IR136776;C;Option Simulation de présence Orange maison Protégée;Option Simulation de présence Orange maison Protégée;Cette option permet de simuler une présence au domicile en votre absence, grâce à l'éclairage, et ainsi réduire les risques d'intrusion.;Maison Protégée;Options;;Internet;R;;;;;0;1,00 eur/mois par prise connectée;;0;;;Internet
IR136783;C;odr offres LB xDSL/Fibre frais résiliation jusqu'à 50eur;Vous avez changé d'opérateur internet ? Orange vous rembourse jusqu'à 50 euros;Vous avez changé d'opérateur internet et souscrit à une offre Livebox xDSL ou Fibre, Orange vous rembourse jusqu'à 50 euros sur vos frais de résiliation ou les mois d'abonnement restant à échoir, facturés par votre ancien opérateur.\r\n\r\nEnvoyez votre dossier en remplissant et en validant le formulaire disponible à l'adresse suivante : \r\nhttps://boutique.orange.fr/bon-plan-promo/odr-remboursement/;ODR;Information;;Internet;R;;;;;0;Jusqu'à 50 eur remboursés;;0;;;Internet
IR136862;C;ODR Nx client Fibre en zone arrêt du cuivre jusqu'à 170 eur;Vous avez changé d'opérateur internet ? Jusqu'à 170 euros pour tout nouveau client xDSL passant à la Fibre Orange;Offre de remboursement différé, valable en France Métropolitaine, réservée aux particuliers nouveaux clients Fibre : pour la souscription d'une offre éligible et toute résiliation d'une offre internet ADSL ou VDSL2 chez 'un autre opérateur après le 05/04/2025.\r\n\r\nEnvoyez votre dossier en remplissant et en validant le formulaire disponible à l'adresse suivante : \r\nhttps://boutique.orange.fr/bon-plan-promo/odr-remboursement/15115\r\n\r\nVous voulez suivre votre dossier, connectez-vous sur www.suiviodr.orange.fr;ODR;Information;;Internet;R;;;;;0;Jusqu’à 170 eur remboursés;;0;;;Internet
IR136865;C;Prestation de Localisation Regard et Points de Blocage;Prestation de Localisation de Regards, de Points de Blocage et Débouchage;Une prestation pour détecter le regard France Telecom et les points de blocage au niveau de la gaine, de tenter le débouchage avec une aiguille ou un nettoyage à haute pression. \r\nUne fois localisés, le regard et les points de blocage seront marqués au sol par le technicien. \r\nEn cas de blocage simple, le technicien effectuera une tentative de débouchage du point de blocage.\r\n\r\nA l'issue de la prestation, le technicien vous informera des actions restantes à réaliser pour permettre le raccordement. \r\nS'il n'y a pas de travaux importants à réaliser, le technicien pourra procéder au raccordement en fonction du diagnostic réalisé.\r\n;Prestation d'installation;Options;;Internet;R;;;;;0;Offert;;0;;CS_Prestation_Localisation_Regards_Points_Blocage_Debouchage.pdf;Internet
IR136877;C;PCM : Smartphones iPhone 15;PCM : Smartphones iPhone 15;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR136878;C;PCM : Smartphones iPhone 15 PLUS;PCM : Smartphones iPhone 15 PLUS;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR136879;C;PCM : Smartphones iPhone 15 PRO;PCM : Smartphones iPhone 15 PRO;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR136880;C;PCM : Smartphones iPhone 15 PRO MAX;PCM : Smartphones iPhone 15 PRO MAX;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR136901;C;Envoi Livebox 7;Livebox 7;;Livebox;Produits;;Internet;R;;;;;0;Inclus;;0;;;Internet
IR136903;C;Frais échange Livebox 7 (0 eur);Frais d'échange offerts pour une Livebox 7;;Frais matériels;Options;;Internet;R;;;;;0;0,00 eur;;0;;;Internet
IR136943;C;PCM : Smartphones Xiaomi 13T;PCM : Smartphones Xiaomi 13T;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR136944;C;PCM : Smartphones Xiaomi 13T Pro;PCM : Smartphones Xiaomi 13T Pro;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR136945;C;Smartphones nus Xiaomi;Téléphones mobiles seuls Xiaomi;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR136975;C;Flybox 5G (mise à dispo gratuite) pour Offre 5G+ Home;Flybox 5G mise à dispostion gratuitement pour Offre 5G+ Home;Vous allez recevoir votre Flybox 5G+ en accompagnement de votre offre.\r\n\r\nLocation Flybox 5G incluse. \r\n\r\nElle utilise le réseau mobile 5G d'Orange et vous permet d'accéder à l'internet Haut Débit mobile à votre domicile grâce au WiFi 6. \r\n;Equipement;Produits;;Internet;R;;;;;0;Mise à disposition gratuitement;;0;;;Mobile
IR136976;C;Frais d'activation 5G Home (29 eur);Frais d'activation 5G Home de 29 euros;;Frais matériels;Options;;Internet;R;;;;;0;29,00 eur;;0;;;Mobile
IR136993;C;Livebox Initiale FIBRE;Livebox Initiale Fibre;Une offre internet d'Orange, comprenant internet et téléphone, sans abonnement téléphonique.\r\n\r\nTéléphone par internet :\r\n\r\n- En illimité vers les fixes en France Métropolitaine.\r\n- En illimité vers plus de 110 destinations internationales et DOM.\r\n\r\n*Location livebox incluse : 3,00 eur/mois\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Offre Livebox (acquisition);Offres;;Internet;R;;;;;0;33,99 eur/mois*;;0;;RC_Offres_Livebox_Initiale.pdf;Internet
IR136996;C;PCM : Smartphones Samsung S24 5G;PCM : Smartphones Samsung S24 5G;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR136997;C;PCM : Smartphones Samsung S24 Plus 5G;PCM : Smartphones Samsung S24 Plus 5G;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR136998;C;PCM : Smartphones Samsung S24 Ultra 5G;PCM : Smartphones Samsung S24 Ultra 5G;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR137001;A;Remise -6 eur/12 mois Orange Maison Protegée offre Appartement;Remise -6 euros pendant 12 mois sur l'abonnement Orange Maison Protegée offre Appartement;Vous bénéficiez d'une remise de 6 euros par mois pendant 12 mois sur votre abonnement Orange Maison Protégée.\r\nRemise éligible sur l'offre principal.;Maison Protégée;Options;;Internet;R;;;;;0;-6,00 eur/mois pendant 12 mois;19/11/2025;0;;;Internet
IR137022;C;Raccordement ligne fixe/support;Raccordement ligne fixe / ligne support;;Options Ligne Fixe;Options;;Internet;R;;;;;0;119,00 eur;;0;;;Internet
IR137034;C;Smartphones nus Samsung S24 5G;Smartphones nus Samsung S24 5G;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR137035;C;Smartphones nus Samsung S23;Smartphones nus Samsung S23;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR137036;C;Smartphones nus Samsung;Smartphones nus Samsung;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR137047;C;FM Sosh 2h 100 Mo bloqué 5,99 eur (mig);Forfait Mobile bloqué Sosh 2h 100Mo, sans engagement;Blocage au-delà de 2h d'appels voix en France métropolitaine et depuis les zones Europe,DOM, Suisse/Andorre vers la France métropolitaine et ces mêmes zones.\r\nDéblocage possible avec pass, options ou rechargement.\r\n\r\nSMS/MMS illimités en France métropolitaine et depuis les zones Europe, DOM, Suisse/Andorre vers la France métropolitaine et ces mêmes zones.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Sosh (migration);Offres;;Internet;R;;;;;0;5,99 eur/mois;;0;;RC_Forfaits_Sosh.pdf;Mobile
IR137048;C;FM Sosh 2h 100 Mo bloqué 5,99 eur (acq);Forfait Mobile bloqué Sosh 2h 100 Mo, sans engagement;Blocage au-delà de 2h d'appels voix en France métropolitaine et depuis les zones Europe,DOM, Suisse/Andorre vers la France métropolitaine et ces mêmes zones.\r\nDéblocage possible avec pass, options ou rechargement.\r\n\r\nSMS/MMS illimités en France métropolitaine et depuis les zones Europe, DOM, Suisse/Andorre vers la France métropolitaine et ces mêmes zones.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Sosh (acquisition);Offres;;Internet;R;;;;;0;5,99 eur/mois;;0;;RC_Forfaits_Sosh.pdf;Mobile
IR137049;C;FM Sosh 100 Mo 10,99 eur (clients Sosh) (mig);Forfait Mobile Sosh 100 Mo, sans engagement (réservé aux clients Sosh);Appels illimités en France métropolitaine et depuis les zones Europe, DOM, Suisse/Andorre\r\nvers la France métropolitaine et ces mêmes zones\r\n\r\nSMS/MMS illimités en France métropolitaine et depuis les zones Europe, DOM, Suisse/Andorre vers la France métropolitaine et ces mêmes zones.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Sosh (migration);Offres;;Internet;R;;;;;0;10,99 eur/mois;;0;;RC_Forfaits_Sosh.pdf;Mobile
IR137050;C;FMR Série 40 Go SIM (acq) (TMK);Forfait Mobile Remisé Série 40Go, forfait seul sans engagement;Forfait sans mobile associé, sans engagement.\r\n\r\nAppels, SMS et MMS illimités depuis et vers la France et depuis l'Europe vers l'Europe et la France.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange Remisé (acquisition);Offres;;Internet;R;;;;;0;14,99 eur/mois;;0;;RC_Forfait_Serie_40Go.pdf;Mobile
IR137051;C;FMR Série 120 Go 5G SIM (acq);Forfait Mobile Remisé Série Spéciale 120 Go compatible 5G, sans engagement;Forfait sans mobile associé, sans engagement.\r\n\r\nAppels, SMS et MMS illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange Remisé (acquisition);Offres;;Internet;R;;;;;0;19,99 eur/mois;;0;;RC_Forfait_Serie_Speciale_120Go.pdf;Mobile
IR137052;C;FM Série 120 Go 5G SIM (acq);Forfait Mobile Série Spéciale 120 Go compatible 5G, sans engagement;Forfait sans mobile associé, sans engagement.\r\n\r\nAppels, SMS et MMS illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange (acquisition);Offres;;Internet;R;;;;;0;24,99 eur/mois;;0;;RC_Forfait_Serie_Speciale_120Go.pdf;Mobile
IR137062;C;FMR 200 Go 5G SUB sans nouveau mobile (mig);Forfait Mobile Remisé 200Go 5G, sans nouveau mobile avec conservation de l'engagement initial;Forfait sans nouveau mobile avec conservation de l'engagement initial en cours chez Orange sur le mobile.\r\n\r\nAppels illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\n\r\nSMS/MMS illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange Remisé (migration);Offres;;Internet;R;;;;;0;39,99 eur/mois;;0;;RC_Forfait_200Go.pdf;Mobile
IR137063;C;FMR 200 Go 5G SUB sans nouveau mobile (acq);Forfait Mobile Remisé 200 Go 5G, sans nouveau mobile avec conservation de l'engagement initial;Forfait sans nouveau mobile avec conservation de l'engagement initial en cours chez Orange sur le mobile.\r\n\r\nAppels illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\n\r\nSMS/MMS illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange Remisé (acquisition);Offres;;Internet;R;;;;;0;39,99 eur/mois;;0;;RC_Forfait_200Go.pdf;Mobile
IR137064;C;FMR 200 Go 5G SUB (mig);Forfait Mobile Remisé 200Go 5G, avec nouveau mobile;Forfait avec nouveau mobile, engagement de 24 mois.\r\nConservation de l'engagement initial en cours chez Orange sur le mobile.\r\n\r\nAppels illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\n\r\nSMS/MMS illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange Remisé (migration);Offres;;Internet;R;;;;;0;39,99 eur/mois;;0;;RC_Forfait_200Go.pdf;Mobile
IR137065;C;FMR 200 Go 5G SUB (acq);Forfait Mobile Remisé 200 Go 5G, avec nouveau mobile;Forfait avec nouveau mobile, engagement de 24 mois.\r\nConservation de l'engagement initial en cours chez Orange sur le mobile.\r\n\r\nAppels illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\n\r\nSMS/MMS illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange Remisé (acquisition);Offres;;Internet;R;;;;;0;39,99 eur/mois;;0;;RC_Forfait_200Go.pdf;Mobile
IR137066;C;FM 200 Go 5G SUB sans nouveau mobile (mig);Forfait Mobile 200Go 5G, sans nouveau mobile avec conservation de l'engagement initial;Forfait sans nouveau mobile avec conservation de l'engagement initial en cours chez Orange sur le mobile.\r\n\r\nAppels illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\n\r\nSMS/MMS illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange (migration);Offres;;Internet;R;;;;;0;47,99 eur/mois;;0;;RC_Forfait_200Go.pdf;Mobile
IR137067;C;FM 200 Go 5G SUB sans nouveau mobile (acq);Forfait Mobile 200 Go 5G, sans nouveau mobile avec conservation de l'engagement initial;Forfait sans nouveau mobile avec conservation de l'engagement initial en cours chez Orange sur le mobile.\r\n\r\nAppels illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\n\r\nSMS/MMS illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange (acquisition);Offres;;Internet;R;;;;;0;47,99 eur/mois;;0;;RC_Forfait_200Go.pdf;Mobile
IR137068;C;FM 200 Go 5G SUB (mig);Forfait Mobile 200Go 5G, avec nouveau mobile;Forfait avec nouveau mobile, engagement de 24 mois.\r\nConservation de l'engagement initial en cours chez Orange sur le mobile.\r\n\r\nAppels illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\n\r\nSMS/MMS illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange (migration);Offres;;Internet;R;;;;;0;47,99 eur/mois;;0;;RC_Forfait_200Go.pdf;Mobile
IR137069;C;FM 200 Go 5G SUB (acq);Forfait Mobile 200 Go 5G, avec nouveau mobile;Forfait avec nouveau mobile, engagement de 24 mois.\r\nConservation de l'engagement initial en cours chez Orange, si vous êtes déjà client mobile Orange.\r\n\r\nAppels illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\n\r\nSMS/MMS illimités en France et depuis les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange (acquisition);Offres;;Internet;R;;;;;0;47,99 eur/mois;;0;;RC_Forfait_200Go.pdf;Mobile
IR137076;C;FMR 100 Go 5G SIM (mig);Forfait Mobile Remisé 100Go compatible 5G, sans engagement;Forfait sans mobile associé, sans engagement.\r\n\r\nAppels, SMS et MMS illimités en France et depuis les zones Europe et les DOM vers la France et l'Europe.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange Remisé (migration);Offres;;Internet;R;;;;;0;26,99 eur/mois;;0;;RC_Forfait_100Go.pdf;Mobile
